Brand,Year,Driven_kms,Fuel_Type,Transmission,Seller_Type,Owner,City,Selling_Price_Lakh
Mahindra,2016,7974,Electric,Manual,Dealer,1,Ahmedabad,3.68
Maruti,2017,176995,Petrol,Automatic,Individual,1,Ahmedabad,0.5
Maruti,2010,100644,Diesel,Automatic,Individual,1,Kolkata,0.5
Skoda,2011,197863,Electric,Manual,Dealer,2,Mumbai,1.05
Toyota,2019,80683,Petrol,Manual,Individual,1,Chennai,4.16
Toyota,2017,131773,Electric,Automatic,Dealer,0,Mumbai,6.59
Hyundai,2021,179490,Petrol,Manual,Dealer,0,Bangalore,2.05
Volkswagen,2024,116787,CNG,Manual,Individual,0,Bangalore,7.22
Tata,2008,84655,CNG,Automatic,Dealer,1,Chennai,0.5
Maruti,2021,186533,Electric,Manual,Individual,0,Hyderabad,1.55
Tata,2012,152471,Diesel,Manual,Individual,0,Hyderabad,0.5
Mahindra,2008,145711,Diesel,Manual,Dealer,0,Ahmedabad,0.5
Honda,2012,20022,Diesel,Automatic,Individual,2,Pune,3.42
Kia,2013,199614,Petrol,Automatic,Dealer,0,Delhi,1.4
Volkswagen,2019,155182,Petrol,Automatic,Individual,0,Chennai,5.64
Hyundai,2016,38788,CNG,Manual,Dealer,1,Ahmedabad,0.5
Hyundai,2012,24511,Petrol,Manual,Dealer,1,Hyderabad,0.5
Maruti,2013,90210,Electric,Automatic,Dealer,0,Mumbai,1.39
Toyota,2011,14920,Electric,Automatic,Dealer,2,Delhi,5.0
Honda,2009,157868,CNG,Manual,Dealer,0,Mumbai,0.5
Mahindra,2013,163445,Electric,Manual,Dealer,2,Kolkata,0.5
Toyota,2008,199703,Petrol,Automatic,Dealer,0,Bangalore,0.5
Skoda,2011,114669,Electric,Automatic,Dealer,1,Delhi,4.6
Toyota,2015,158666,Electric,Automatic,Dealer,1,Mumbai,4.29
Kia,2024,33866,Electric,Automatic,Individual,2,Kolkata,8.6
Tata,2019,84880,CNG,Automatic,Individual,1,Pune,1.19
Skoda,2022,147069,Petrol,Automatic,Individual,2,Bangalore,5.72
Honda,2022,28139,Diesel,Manual,Dealer,0,Delhi,6.64
Honda,2010,107049,Diesel,Automatic,Individual,1,Chennai,1.35
Honda,2019,153538,Petrol,Automatic,Dealer,2,Pune,2.85
Maruti,2010,101078,Diesel,Manual,Individual,0,Ahmedabad,0.5
Kia,2013,188652,CNG,Automatic,Dealer,0,Bangalore,0.5
Honda,2010,112518,Electric,Automatic,Individual,1,Chennai,2.85
Tata,2011,62249,Electric,Manual,Dealer,1,Ahmedabad,0.5
Hyundai,2024,54631,Petrol,Automatic,Individual,2,Chennai,3.61
Skoda,2024,167721,Petrol,Automatic,Dealer,0,Kolkata,8.46
Honda,2015,125292,Electric,Manual,Dealer,1,Pune,2.88
Honda,2020,10458,Electric,Manual,Individual,2,Bangalore,6.43
Kia,2018,89758,Electric,Manual,Dealer,2,Delhi,3.89
Maruti,2023,63717,Petrol,Automatic,Dealer,0,Ahmedabad,4.87
Kia,2008,191266,Petrol,Manual,Dealer,1,Hyderabad,0.5
Mahindra,2019,113473,Petrol,Automatic,Dealer,1,Hyderabad,2.67
Honda,2008,10341,Petrol,Automatic,Individual,1,Kolkata,1.43
Maruti,2016,21230,CNG,Manual,Individual,2,Bangalore,0.5
Honda,2015,148955,Diesel,Automatic,Individual,0,Pune,3.85
Volkswagen,2010,190338,Petrol,Automatic,Dealer,1,Bangalore,0.56
Kia,2021,196290,Diesel,Automatic,Individual,2,Chennai,3.8
Tata,2010,87182,Petrol,Manual,Dealer,2,Kolkata,0.5
Tata,2014,144293,CNG,Manual,Dealer,1,Bangalore,0.5
Maruti,2012,56022,Electric,Manual,Individual,2,Bangalore,0.5
Hyundai,2019,19267,Electric,Automatic,Dealer,2,Bangalore,3.49
Volkswagen,2016,177924,Electric,Automatic,Individual,2,Delhi,4.8
Mahindra,2024,161609,Diesel,Manual,Dealer,2,Chennai,3.33
Maruti,2017,68936,Electric,Automatic,Dealer,1,Ahmedabad,3.42
Hyundai,2023,51393,Electric,Automatic,Individual,0,Mumbai,7.07
Toyota,2020,178583,Diesel,Automatic,Dealer,1,Chennai,5.84
Tata,2021,183547,Diesel,Automatic,Dealer,0,Hyderabad,2.36
Kia,2013,18000,Electric,Automatic,Individual,1,Kolkata,3.98
Mahindra,2015,94598,Diesel,Automatic,Individual,2,Delhi,1.55
Toyota,2014,71336,Petrol,Automatic,Individual,0,Kolkata,4.32
Renault,2013,156555,Diesel,Manual,Individual,1,Chennai,0.5
Tata,2008,135281,Petrol,Automatic,Individual,2,Delhi,0.5
Honda,2008,156048,Petrol,Automatic,Individual,0,Bangalore,0.5
Renault,2017,32227,Electric,Manual,Individual,1,Kolkata,2.36
Hyundai,2014,128941,CNG,Manual,Individual,0,Hyderabad,0.5
Toyota,2013,23497,Diesel,Manual,Dealer,2,Delhi,2.83
Maruti,2024,182896,Electric,Automatic,Dealer,0,Pune,3.99
Skoda,2015,140227,Petrol,Manual,Individual,1,Mumbai,2.34
Volkswagen,2010,164393,Diesel,Automatic,Individual,0,Ahmedabad,2.4
Maruti,2014,107974,Petrol,Automatic,Dealer,1,Kolkata,0.5
Volkswagen,2023,129378,Petrol,Manual,Dealer,0,Mumbai,7.14
Hyundai,2010,169536,Diesel,Manual,Dealer,2,Pune,0.5
Hyundai,2011,172123,Electric,Manual,Individual,2,Delhi,0.5
Kia,2021,199758,Diesel,Manual,Individual,0,Chennai,3.34
Kia,2015,197665,Diesel,Automatic,Individual,1,Kolkata,1.34
Maruti,2016,187433,Petrol,Manual,Dealer,1,Delhi,0.5
Honda,2020,157739,CNG,Manual,Dealer,0,Pune,2.02
Toyota,2018,133912,Petrol,Manual,Individual,1,Chennai,2.61
Mahindra,2019,160562,Petrol,Automatic,Individual,2,Ahmedabad,0.79
Skoda,2024,131261,Diesel,Automatic,Dealer,2,Bangalore,8.61
Skoda,2024,197974,Diesel,Automatic,Dealer,1,Delhi,7.35
Mahindra,2014,144112,Petrol,Automatic,Dealer,2,Chennai,0.5
Maruti,2011,141886,Diesel,Automatic,Dealer,2,Chennai,0.5
Mahindra,2020,137979,Electric,Automatic,Dealer,2,Hyderabad,4.07
Maruti,2016,15902,Electric,Automatic,Dealer,1,Pune,2.95
Maruti,2015,175196,Petrol,Automatic,Individual,2,Ahmedabad,0.5
Toyota,2010,80150,Diesel,Manual,Dealer,2,Chennai,0.98
Kia,2011,22910,Diesel,Manual,Individual,0,Mumbai,1.99
Tata,2009,116464,Petrol,Manual,Individual,2,Hyderabad,0.5
Toyota,2015,177861,Petrol,Automatic,Individual,2,Pune,1.39
Maruti,2022,66809,Petrol,Manual,Individual,1,Pune,0.5
Skoda,2009,42590,Petrol,Manual,Individual,0,Bangalore,1.6
Honda,2022,72904,Electric,Automatic,Individual,0,Bangalore,8.99
Hyundai,2017,126232,Diesel,Manual,Individual,2,Kolkata,0.53
Maruti,2014,179538,Electric,Manual,Individual,2,Hyderabad,0.5
Tata,2016,61922,CNG,Automatic,Dealer,1,Pune,1.16
Skoda,2018,41074,CNG,Manual,Dealer,2,Pune,4.24
Mahindra,2022,124461,Diesel,Manual,Individual,1,Ahmedabad,4.97
Hyundai,2015,29190,Diesel,Automatic,Individual,0,Ahmedabad,3.52
Mahindra,2024,123081,Diesel,Manual,Individual,0,Pune,4.89
Maruti,2015,18707,Petrol,Manual,Individual,2,Ahmedabad,0.5
Kia,2008,72645,Petrol,Manual,Dealer,1,Ahmedabad,0.5
Volkswagen,2012,83797,Electric,Manual,Dealer,2,Ahmedabad,3.64
Hyundai,2010,108685,Petrol,Automatic,Individual,0,Delhi,0.5
Skoda,2024,99095,Diesel,Automatic,Dealer,0,Hyderabad,8.8
Volkswagen,2014,163574,Diesel,Manual,Individual,0,Ahmedabad,3.02
Toyota,2016,103030,Diesel,Manual,Individual,1,Kolkata,2.81
Tata,2016,62416,Electric,Automatic,Dealer,0,Kolkata,4.91
Skoda,2013,140238,CNG,Manual,Dealer,1,Delhi,1.74
Toyota,2009,10029,Petrol,Automatic,Individual,0,Hyderabad,3.05
Maruti,2022,199840,Petrol,Manual,Individual,2,Bangalore,0.5
Mahindra,2012,125311,Diesel,Automatic,Dealer,2,Ahmedabad,0.5
Skoda,2019,168962,CNG,Automatic,Dealer,0,Mumbai,4.73
Hyundai,2013,9851,CNG,Automatic,Individual,2,Delhi,0.51
Honda,2019,28289,Electric,Automatic,Dealer,2,Mumbai,6.65
Maruti,2011,48403,CNG,Automatic,Individual,2,Kolkata,0.5
Maruti,2015,56971,Diesel,Automatic,Individual,1,Pune,0.75
Renault,2016,22610,Electric,Automatic,Dealer,0,Bangalore,4.22
Volkswagen,2013,147164,Electric,Manual,Individual,2,Mumbai,2.3
Toyota,2017,108711,CNG,Manual,Individual,2,Bangalore,2.13
Kia,2023,166436,Electric,Automatic,Dealer,1,Kolkata,7.56
Renault,2024,127872,Diesel,Manual,Dealer,2,Delhi,1.78
Toyota,2023,185267,CNG,Manual,Individual,2,Bangalore,3.2
Toyota,2019,12098,Electric,Automatic,Individual,0,Mumbai,8.69
Hyundai,2015,186734,Petrol,Manual,Individual,0,Mumbai,0.5
Tata,2008,116272,Diesel,Automatic,Dealer,1,Kolkata,0.5
Volkswagen,2015,186548,Electric,Manual,Dealer,0,Chennai,4.17
Hyundai,2021,55633,Diesel,Manual,Dealer,0,Ahmedabad,3.79
Hyundai,2024,83747,Petrol,Automatic,Individual,2,Mumbai,3.13
Hyundai,2017,55770,Petrol,Automatic,Individual,1,Pune,2.0
Maruti,2021,106010,Diesel,Manual,Dealer,2,Mumbai,0.58
Hyundai,2020,159863,CNG,Manual,Individual,1,Delhi,0.5
Maruti,2010,52023,Electric,Manual,Individual,0,Kolkata,0.5
Volkswagen,2020,69501,Diesel,Manual,Individual,1,Pune,6.17
Tata,2015,20260,Electric,Manual,Individual,1,Chennai,2.77
Honda,2015,167444,CNG,Manual,Dealer,2,Pune,0.5
Skoda,2008,70212,CNG,Automatic,Individual,1,Delhi,1.06
Skoda,2010,153910,Electric,Manual,Dealer,0,Hyderabad,3.14
Skoda,2022,57078,Electric,Manual,Individual,1,Delhi,9.02
Mahindra,2013,94427,CNG,Manual,Individual,2,Hyderabad,0.5
Skoda,2020,59614,Petrol,Automatic,Dealer,1,Mumbai,7.28
Volkswagen,2010,17442,Electric,Automatic,Individual,2,Kolkata,4.61
Skoda,2011,171896,Diesel,Automatic,Dealer,0,Hyderabad,3.51
Kia,2016,143594,Diesel,Manual,Individual,1,Hyderabad,1.36
Tata,2016,171410,Diesel,Manual,Individual,2,Kolkata,0.5
Mahindra,2024,25953,Petrol,Manual,Individual,1,Bangalore,4.1
Hyundai,2020,14459,CNG,Manual,Dealer,2,Ahmedabad,1.31
Skoda,2018,15656,Diesel,Automatic,Individual,1,Pune,7.8
Volkswagen,2008,193765,CNG,Manual,Individual,1,Hyderabad,0.5
Mahindra,2012,91910,Diesel,Automatic,Dealer,1,Delhi,1.44
Kia,2010,81523,Diesel,Automatic,Dealer,1,Bangalore,0.65
Honda,2018,171264,Diesel,Manual,Individual,2,Bangalore,1.4
Toyota,2018,41927,Electric,Automatic,Dealer,2,Kolkata,6.17
Hyundai,2010,65997,Petrol,Automatic,Individual,0,Pune,0.5
Volkswagen,2011,148940,CNG,Manual,Individual,2,Kolkata,0.5
Tata,2009,160809,Diesel,Manual,Individual,1,Delhi,0.5
Kia,2010,85267,CNG,Automatic,Individual,1,Kolkata,0.5
Hyundai,2023,17013,Petrol,Automatic,Dealer,0,Ahmedabad,6.05
Hyundai,2012,18382,CNG,Manual,Dealer,1,Pune,0.5
Toyota,2012,76676,Petrol,Automatic,Individual,1,Hyderabad,2.97
Tata,2015,193925,Electric,Manual,Dealer,0,Hyderabad,0.5
Mahindra,2009,199230,Petrol,Manual,Individual,1,Hyderabad,0.5
Toyota,2020,31624,Petrol,Manual,Dealer,2,Delhi,5.25
Maruti,2012,183370,Electric,Manual,Individual,0,Ahmedabad,0.5
Renault,2017,80873,CNG,Automatic,Dealer,0,Ahmedabad,1.29
Kia,2015,166318,CNG,Automatic,Dealer,2,Ahmedabad,0.5
Toyota,2024,160708,CNG,Automatic,Dealer,2,Ahmedabad,4.79
Toyota,2010,182341,CNG,Automatic,Dealer,1,Hyderabad,0.5
Mahindra,2013,164747,Electric,Automatic,Dealer,2,Kolkata,0.63
Mahindra,2012,197186,Diesel,Manual,Individual,0,Delhi,0.5
Tata,2024,149753,Petrol,Automatic,Dealer,0,Ahmedabad,3.88
Honda,2019,145871,Diesel,Manual,Dealer,0,Mumbai,4.2
Toyota,2016,32275,Petrol,Manual,Dealer,2,Kolkata,3.04
Hyundai,2021,174829,Diesel,Automatic,Dealer,1,Hyderabad,2.65
Honda,2009,165471,CNG,Automatic,Individual,2,Hyderabad,0.5
Mahindra,2012,76678,Diesel,Automatic,Individual,0,Ahmedabad,1.81
Renault,2011,29715,Diesel,Automatic,Dealer,1,Kolkata,0.5
Tata,2009,42486,CNG,Manual,Individual,2,Hyderabad,0.5
Honda,2013,9853,Electric,Manual,Dealer,2,Hyderabad,2.84
Renault,2010,176307,Diesel,Manual,Individual,1,Kolkata,0.5
Toyota,2024,145246,Petrol,Manual,Individual,2,Pune,5.46
Mahindra,2014,61370,Diesel,Automatic,Dealer,0,Bangalore,3.52
Hyundai,2014,90179,Electric,Automatic,Individual,1,Ahmedabad,1.98
Volkswagen,2020,69740,Electric,Automatic,Individual,1,Chennai,9.45
Skoda,2013,25917,Diesel,Automatic,Individual,2,Hyderabad,4.61
Toyota,2021,146535,CNG,Manual,Individual,0,Pune,3.08
Honda,2014,53472,Diesel,Automatic,Individual,1,Ahmedabad,2.99
Tata,2017,47923,Petrol,Automatic,Individual,1,Bangalore,1.05
Hyundai,2023,154402,Petrol,Automatic,Dealer,0,Hyderabad,3.31
Honda,2021,124470,CNG,Manual,Dealer,2,Bangalore,2.04
Mahindra,2009,17596,Petrol,Automatic,Individual,2,Bangalore,0.5
Honda,2012,60661,Diesel,Automatic,Dealer,1,Kolkata,2.75
Kia,2023,90939,Electric,Manual,Individual,2,Bangalore,5.73
Renault,2010,196416,Electric,Automatic,Dealer,0,Ahmedabad,0.5
Mahindra,2013,166706,CNG,Automatic,Individual,2,Kolkata,0.5
Toyota,2019,9443,Petrol,Automatic,Dealer,1,Kolkata,6.48
Tata,2022,95693,Petrol,Manual,Individual,0,Delhi,3.15
Volkswagen,2023,196838,CNG,Automatic,Individual,1,Pune,4.91
Tata,2014,147907,Diesel,Manual,Individual,0,Chennai,0.5
Tata,2021,71202,Petrol,Automatic,Individual,1,Chennai,3.4
Skoda,2016,98047,Petrol,Automatic,Dealer,1,Hyderabad,4.62
Maruti,2019,118030,Electric,Automatic,Dealer,0,Mumbai,3.75
Hyundai,2015,140294,Petrol,Automatic,Individual,2,Kolkata,0.5
Kia,2011,145400,Diesel,Manual,Individual,1,Kolkata,0.5
Honda,2019,198426,CNG,Automatic,Individual,2,Delhi,1.45
Mahindra,2019,72736,Petrol,Automatic,Individual,0,Kolkata,3.88
Renault,2023,87150,Electric,Automatic,Dealer,0,Hyderabad,6.07
Mahindra,2010,160596,CNG,Manual,Individual,2,Delhi,0.5
Kia,2019,88945,Petrol,Automatic,Individual,0,Delhi,4.44
Skoda,2018,24551,Diesel,Manual,Individual,0,Hyderabad,7.07
Volkswagen,2010,157330,Electric,Automatic,Individual,1,Pune,3.3
Honda,2018,67377,Electric,Manual,Individual,2,Delhi,4.43
Maruti,2010,52400,Electric,Manual,Individual,1,Ahmedabad,0.5
Renault,2010,163667,Electric,Automatic,Individual,0,Chennai,0.66
Mahindra,2023,92132,Electric,Manual,Dealer,0,Chennai,5.96
Skoda,2018,174338,CNG,Manual,Individual,0,Bangalore,3.35
Tata,2020,29805,CNG,Automatic,Dealer,1,Bangalore,2.46
Skoda,2010,27029,CNG,Automatic,Dealer,1,Chennai,2.77
Kia,2014,155145,CNG,Automatic,Individual,0,Pune,1.56
Maruti,2023,139190,Diesel,Automatic,Dealer,1,Delhi,3.19
Mahindra,2012,63081,Diesel,Manual,Individual,2,Ahmedabad,0.5
Skoda,2019,14056,CNG,Automatic,Dealer,2,Kolkata,6.52
Toyota,2024,74735,Electric,Manual,Individual,1,Kolkata,8.86
Tata,2018,84785,Diesel,Manual,Dealer,0,Chennai,2.33
Tata,2009,163173,Electric,Manual,Dealer,0,Pune,0.5
Volkswagen,2020,150449,CNG,Manual,Individual,2,Ahmedabad,2.86
Hyundai,2014,53582,Petrol,Manual,Dealer,2,Mumbai,0.5
Honda,2022,181073,CNG,Manual,Dealer,0,Hyderabad,2.09
Tata,2016,24375,Electric,Automatic,Dealer,0,Ahmedabad,5.38
Hyundai,2013,164656,Electric,Manual,Individual,0,Pune,0.5
Maruti,2016,64215,CNG,Automatic,Dealer,2,Ahmedabad,0.5
Volkswagen,2016,134467,Petrol,Automatic,Dealer,0,Delhi,5.12
Volkswagen,2016,120007,Electric,Manual,Individual,1,Kolkata,4.74
Honda,2013,9991,Electric,Automatic,Individual,1,Chennai,6.17
Renault,2010,187086,CNG,Manual,Individual,2,Bangalore,0.5
Skoda,2010,29852,CNG,Manual,Dealer,0,Pune,2.51
Renault,2023,152718,Diesel,Manual,Dealer,0,Kolkata,3.47
Kia,2017,160884,Electric,Automatic,Individual,1,Hyderabad,4.53
Hyundai,2021,134319,Petrol,Automatic,Dealer,0,Hyderabad,3.1
Skoda,2020,27125,Electric,Manual,Dealer,1,Kolkata,7.9
Maruti,2014,120486,Petrol,Manual,Individual,2,Chennai,0.5
Toyota,2019,152441,Electric,Automatic,Individual,2,Chennai,6.45
Renault,2009,175361,Diesel,Manual,Individual,0,Pune,0.5
Mahindra,2020,35726,Electric,Manual,Individual,1,Hyderabad,5.96
Renault,2009,74129,Electric,Manual,Dealer,1,Kolkata,0.5
Skoda,2022,28420,Petrol,Manual,Individual,0,Pune,7.28
Kia,2014,141955,Petrol,Automatic,Dealer,1,Pune,1.31
Mahindra,2011,180463,Petrol,Automatic,Dealer,2,Chennai,0.5
Toyota,2022,22405,Petrol,Automatic,Dealer,1,Mumbai,7.91
Honda,2014,148111,Petrol,Manual,Individual,2,Bangalore,0.5
Mahindra,2009,30420,Petrol,Automatic,Individual,0,Delhi,1.51
Skoda,2020,50690,Petrol,Manual,Dealer,1,Kolkata,5.86
Maruti,2019,19746,Petrol,Automatic,Individual,2,Bangalore,1.29
Volkswagen,2017,39064,Petrol,Manual,Individual,2,Pune,3.71
Mahindra,2021,92565,CNG,Manual,Individual,0,Delhi,2.08
Tata,2013,99568,Petrol,Manual,Individual,2,Delhi,0.5
Kia,2018,77839,CNG,Manual,Individual,2,Mumbai,1.57
Renault,2020,154726,CNG,Automatic,Dealer,2,Pune,0.5
Kia,2012,12855,Petrol,Manual,Individual,1,Chennai,0.66
Tata,2024,121464,CNG,Automatic,Dealer,2,Ahmedabad,2.31
Hyundai,2014,146733,Diesel,Automatic,Dealer,1,Hyderabad,0.93
Kia,2019,99724,CNG,Manual,Dealer,2,Mumbai,1.47
Hyundai,2008,188979,Petrol,Manual,Individual,2,Pune,0.5
Mahindra,2020,84899,CNG,Manual,Dealer,1,Kolkata,1.8
Hyundai,2017,55426,Diesel,Manual,Dealer,1,Mumbai,1.33
Mahindra,2023,77855,Diesel,Manual,Individual,1,Pune,3.18
Tata,2018,158790,Electric,Automatic,Dealer,0,Mumbai,3.39
Volkswagen,2020,106516,Electric,Manual,Dealer,0,Ahmedabad,7.69
Renault,2019,70496,Petrol,Automatic,Dealer,0,Delhi,3.49
Honda,2015,21883,Petrol,Automatic,Dealer,2,Bangalore,3.8
Maruti,2012,9185,Electric,Automatic,Individual,1,Mumbai,2.13
Hyundai,2021,55244,Diesel,Automatic,Dealer,0,Kolkata,4.84
Volkswagen,2011,182152,CNG,Manual,Individual,0,Delhi,0.5
Kia,2014,177826,Petrol,Manual,Individual,2,Chennai,0.5
Toyota,2018,37938,CNG,Automatic,Dealer,0,Delhi,5.76
Skoda,2020,98946,Diesel,Manual,Individual,1,Mumbai,6.02
Hyundai,2010,143372,Diesel,Manual,Dealer,2,Ahmedabad,0.5
Renault,2023,170337,CNG,Automatic,Individual,0,Pune,2.84
Toyota,2022,81092,Electric,Manual,Dealer,1,Ahmedabad,7.21
Volkswagen,2015,138781,CNG,Manual,Dealer,0,Bangalore,2.53
Toyota,2015,39285,Petrol,Automatic,Individual,2,Hyderabad,3.34
Tata,2020,54788,Electric,Automatic,Dealer,1,Bangalore,5.06
Renault,2022,185177,Electric,Automatic,Dealer,2,Hyderabad,2.95
Renault,2011,181312,CNG,Manual,Dealer,1,Kolkata,0.5
Toyota,2022,154945,Electric,Automatic,Individual,2,Kolkata,6.73
Honda,2017,172005,Diesel,Manual,Dealer,0,Kolkata,2.29
Maruti,2009,12914,Electric,Automatic,Dealer,0,Mumbai,1.76
Tata,2011,28312,CNG,Automatic,Dealer,1,Mumbai,0.5
Maruti,2013,151128,Diesel,Manual,Individual,1,Ahmedabad,0.5
Honda,2018,11861,Petrol,Manual,Individual,0,Ahmedabad,5.05
Hyundai,2012,155422,Diesel,Automatic,Individual,1,Delhi,0.5
Honda,2008,8987,Petrol,Automatic,Individual,0,Bangalore,1.49
Hyundai,2021,165817,Petrol,Automatic,Individual,2,Bangalore,0.93
Tata,2013,196954,CNG,Manual,Individual,0,Mumbai,0.5
Skoda,2014,16886,CNG,Manual,Dealer,2,Kolkata,2.46
Volkswagen,2017,153592,Electric,Automatic,Individual,2,Mumbai,5.14
Hyundai,2018,18396,Petrol,Manual,Individual,0,Bangalore,3.2
Maruti,2015,195098,Electric,Manual,Dealer,0,Delhi,0.5
Kia,2013,103845,CNG,Manual,Dealer,2,Hyderabad,0.5
Toyota,2020,148704,Diesel,Manual,Dealer,1,Delhi,4.63
Volkswagen,2018,117366,Diesel,Automatic,Individual,1,Delhi,5.57
Tata,2014,16389,Petrol,Manual,Dealer,2,Mumbai,0.5
Mahindra,2012,107441,Diesel,Manual,Dealer,1,Ahmedabad,0.5
Mahindra,2017,194085,Diesel,Manual,Dealer,1,Delhi,0.5
Skoda,2009,56770,CNG,Manual,Dealer,2,Chennai,0.6
Mahindra,2012,53373,Diesel,Manual,Dealer,2,Pune,0.5
Volkswagen,2017,49677,CNG,Automatic,Dealer,2,Delhi,4.57
Honda,2022,10065,Electric,Automatic,Dealer,1,Kolkata,8.9
Volkswagen,2018,77622,Petrol,Automatic,Individual,1,Kolkata,6.16
Volkswagen,2008,57599,Electric,Automatic,Dealer,0,Mumbai,4.76
Mahindra,2009,92483,CNG,Automatic,Dealer,1,Bangalore,0.5
Maruti,2017,57015,Petrol,Automatic,Individual,2,Chennai,0.5
Mahindra,2011,192094,CNG,Manual,Dealer,1,Hyderabad,0.5
Maruti,2013,150117,Petrol,Automatic,Individual,1,Pune,0.5
Honda,2020,7504,Diesel,Manual,Dealer,1,Mumbai,5.23
Renault,2020,36081,Diesel,Manual,Dealer,2,Delhi,2.42
Mahindra,2022,100208,Electric,Manual,Individual,0,Bangalore,5.07
Maruti,2009,117836,Diesel,Automatic,Dealer,0,Delhi,0.5
Honda,2023,58749,CNG,Manual,Individual,2,Mumbai,3.73
Tata,2011,28215,Diesel,Automatic,Individual,2,Kolkata,0.5
Skoda,2010,159663,Diesel,Automatic,Individual,2,Mumbai,2.13
Volkswagen,2010,50079,CNG,Manual,Dealer,2,Hyderabad,0.5
Hyundai,2024,80712,Electric,Manual,Individual,2,Delhi,3.69
Volkswagen,2022,129680,Electric,Manual,Dealer,2,Ahmedabad,6.08
Tata,2019,47771,Petrol,Manual,Individual,2,Ahmedabad,1.19
Toyota,2016,79949,Petrol,Automatic,Individual,0,Chennai,4.16
Kia,2013,51074,CNG,Automatic,Dealer,1,Hyderabad,2.71
Tata,2010,123921,Petrol,Manual,Individual,0,Mumbai,0.5
Mahindra,2019,60285,CNG,Automatic,Individual,1,Bangalore,3.94
Honda,2021,93563,CNG,Manual,Dealer,2,Hyderabad,2.6
Maruti,2020,134396,Petrol,Manual,Individual,1,Bangalore,0.5
Tata,2013,90986,CNG,Automatic,Dealer,1,Ahmedabad,0.5
Skoda,2022,110330,Petrol,Manual,Individual,0,Pune,6.74
Volkswagen,2009,102040,CNG,Manual,Individual,1,Kolkata,0.5
Toyota,2022,159369,Electric,Manual,Individual,0,Hyderabad,7.36
Mahindra,2017,174016,Electric,Manual,Dealer,1,Hyderabad,1.95
Kia,2013,191999,CNG,Manual,Dealer,2,Chennai,0.5
Tata,2020,162331,Diesel,Automatic,Individual,2,Hyderabad,1.38
Skoda,2022,22021,Diesel,Manual,Individual,0,Hyderabad,8.64
Volkswagen,2017,194678,Diesel,Manual,Dealer,1,Hyderabad,3.53
Mahindra,2012,93349,Diesel,Manual,Dealer,1,Hyderabad,0.5
Toyota,2020,157040,Diesel,Manual,Individual,2,Kolkata,2.77
Renault,2016,73695,Diesel,Manual,Dealer,0,Hyderabad,1.87
Hyundai,2018,41067,Electric,Automatic,Individual,0,Bangalore,5.27
Renault,2014,26723,Petrol,Manual,Dealer,0,Ahmedabad,0.51
Tata,2019,83878,Petrol,Automatic,Individual,1,Hyderabad,2.25
Toyota,2009,13440,Petrol,Automatic,Individual,0,Mumbai,3.17
Skoda,2022,61208,CNG,Automatic,Dealer,0,Mumbai,7.71
Maruti,2008,32246,Petrol,Automatic,Dealer,2,Mumbai,0.5
Skoda,2022,32592,Diesel,Manual,Individual,1,Mumbai,7.91
Kia,2011,90352,Petrol,Automatic,Dealer,2,Kolkata,0.5
Toyota,2024,127149,CNG,Manual,Individual,0,Mumbai,5.8
Kia,2021,181090,Diesel,Manual,Individual,2,Chennai,1.63
Maruti,2019,112647,CNG,Automatic,Individual,1,Ahmedabad,0.82
Honda,2011,22152,CNG,Manual,Individual,2,Ahmedabad,0.5
Honda,2022,10961,Electric,Manual,Individual,0,Delhi,8.16
Honda,2008,32911,CNG,Manual,Dealer,1,Ahmedabad,0.5
Mahindra,2008,12226,Petrol,Automatic,Dealer,2,Pune,0.5
Mahindra,2024,166363,Diesel,Manual,Dealer,2,Delhi,3.41
Renault,2016,139042,Diesel,Manual,Dealer,0,Mumbai,0.5
Tata,2009,82667,Electric,Automatic,Individual,0,Mumbai,0.5
Skoda,2009,130995,Diesel,Manual,Individual,1,Ahmedabad,0.82
Kia,2008,193773,Diesel,Manual,Dealer,2,Ahmedabad,0.5
Tata,2023,82901,CNG,Manual,Individual,1,Hyderabad,2.42
Toyota,2023,90349,Diesel,Automatic,Dealer,0,Chennai,7.88
Toyota,2013,185977,Petrol,Automatic,Individual,2,Bangalore,0.7
Honda,2020,11803,Diesel,Manual,Dealer,0,Pune,5.65
Volkswagen,2016,82063,Petrol,Manual,Dealer,2,Kolkata,2.86
Kia,2021,65204,Diesel,Manual,Individual,0,Ahmedabad,4.92
Renault,2015,164318,Electric,Automatic,Individual,2,Bangalore,0.5
Mahindra,2021,5698,Petrol,Manual,Individual,2,Bangalore,2.64
Renault,2024,23785,CNG,Automatic,Dealer,0,Bangalore,4.86
Maruti,2013,108273,Diesel,Manual,Dealer,2,Pune,0.5
Honda,2022,51215,Diesel,Automatic,Individual,0,Chennai,6.96
Renault,2008,31581,Petrol,Automatic,Dealer,1,Pune,0.5
Mahindra,2024,27301,CNG,Automatic,Dealer,0,Ahmedabad,6.54
Honda,2012,147158,CNG,Manual,Dealer,1,Delhi,0.5
Hyundai,2022,174116,Electric,Manual,Individual,0,Pune,3.16
Renault,2010,57924,Petrol,Manual,Individual,0,Hyderabad,0.5
Skoda,2020,114559,Electric,Manual,Dealer,1,Chennai,6.69
Hyundai,2008,57930,Electric,Manual,Individual,0,Mumbai,0.5
Volkswagen,2016,26153,Diesel,Manual,Dealer,1,Mumbai,6.79
